        A 马克思主义、列宁主义、毛泽东思想、邓小平理论
                        Q554+.6 过氧化氢酶和过氧化物酶
                        Q554+.7 加氧酸和羟化酶
                        Q554+.9 其他氧化还原酶
                    Q555 转换酶（转移酶）
                        Q555+.1 转换单碳基团的酶
                        Q555+.2 转换酮醛基团的酶
                        Q555+.3 转换酰基的酶
                        Q555+.4 转换糖苷基的酶
                        Q555+.5 转换烷基的酶
                        Q555+.6 转换含氮基团的酶
                        Q555+.7 转换含磷基团的酶
                        Q555+.8 转换含硫基团的酶
                    Q556 水解酶
                        Q556+.1 水解酯键的酶
                        Q556+.2 水解糖苷键的酶
                        Q556+.3 水解肽键的酶
                        Q556+.4 水解其他C-N键的酶
                        Q556+.5 水解酸酐键的酶
                        Q556+.9 其他水解酶
                    Q557 裂解酶
                        Q557+.1 裂解C-C键的酶
                        Q557+.2 裂解C-O键的酶（脱水酶等）
                        Q557+.3 裂解C-N键的酶（脱胺酶等）
